Y,X1,X2,X3,X4,X5,X6,X7
1101,49.9,45.9,54.2,117,-1.3,-1.9,-0.7
6103,49.9,43.2,57.4,40,-1.9,-2.9,-0.8
20191,49.9,39.2,62.8,15,0.2,-1.4,1.7
20177,49.9,45.8,54.4,109,-0.9,-1.4,-0.3
24025,49.9,46.1,53.9,131,-2.6,-4.3,-1
31105,49.9,28.5,85.3,3,-1.1,-3.9,1.9
31153,49.9,44.3,55.9,62,-0.6,-1.6,0.3
40005,49.9,36.3,67.4,9,-1.6,-3.5,0.3
48313,49.9,35.4,68.7,8,-0.6,-3,1.8
28045,49.8,41.7,59.1,28,-1.9,-3,-0.9
31151,49.8,35.2,68.6,8,1.4,-0.7,3.6
42075,49.8,45.3,54.7,92,0,-0.7,0.8
48245,49.8,46,53.8,134,-2,-2.5,-1.5
48399,49.8,35.2,69.3,8,-2.1,-3.7,-0.4
12035,49.7,45.1,54.7,90,-0.8,-1.8,0.2
17105,49.7,41.2,59.5,25,-0.4,-1.9,1.1
18105,49.7,44.2,55.7,61,-0.6,-1.5,0.4
20133,49.7,37.5,65,11,0.4,-1.5,2.2
40017,49.7,43.9,56,56,-1.3,-2,-0.5
40027,49.7,45.7,54,116,-0.8,-1.6,0
42007,49.7,45.9,53.8,129,-0.8,-1.4,-0.2
54093,49.7,33.2,73.7,6,0.2,-1.9,2.4
25005,49.6,47.2,52.1,326,-0.5,-0.8,-0.2
25023,49.6,47,52.2,292,-2.8,-3.9,-1.7
45081,49.6,37.9,63.9,13,-1.9,-3.5,-0.3
47065,49.6,46.6,52.8,206,-4.1,-6.3,-1.8
51083,49.6,41.4,59.1,27,-1,-2.1,0.1
53043,49.6,35.8,68.4,9,0.9,-1.8,3.6
25013,49.5,46.9,52.3,271,-1,-1.4,-0.6
36011,49.5,43.5,56.1,51,-0.7,-1.8,0.5
13049,49.4,34,69.7,7,-1.6,-4.2,1
13303,49.4,37.7,63.7,12,0,-2.1,2.1
24009,49.4,42.8,56.7,43,-1.6,-2.5,-0.8
30021,49.4,33.3,71.3,6,0.8,-1.9,3.7
33015,49.4,46,53,163,-2.4,-3.7,-1.2
36093,49.4,44.9,54.2,94,-0.9,-1.6,-0.3
36013,49.4,44.9,54.3,90,-8.3,-21.6,7.2
37015,49.4,38.5,62.7,14,-2,-3.3,-0.8
37123,49.4,39.6,61.1,18,-1.5,-2.7,-0.4
39165,49.4,45.2,54,102,-1.9,-2.4,-1.3
45063,49.4,45.7,53.3,139,-1.8,-2.5,-1.2
47047,49.4,40.8,59.4,25,-0.6,-2.3,1.1
13137,49.3,41.3,58.6,27,9.6,1,18.9
13039,49.3,39.8,60.2,21,-2.1,-3.8,-0.3
19127,49.3,41.2,58.7,27,-3,-4.5,-1.4
23023,49.3,40.5,59.5,23,-1.4,-2.5,-0.2
26109,49.3,39.8,60.8,19,0.2,-1.8,2.1
45079,49.3,45.9,52.8,167,-2.4,-3.7,-1.2
5031,49.2,43.1,55.9,48,-2.3,-3.2,-1.4
13211,49.2,37,64.5,11,-2.5,-4.3,-0.7
23013,49.2,41.6,58.1,31,-0.3,-1.7,1
40131,49.2,43.1,55.8,49,-1.5,-2.5,-0.4
12049,49.1,38.4,62,14,-1.2,-2.5,0.1
13047,49.1,42.2,56.8,37,-6.2,-10.3,-1.8
19129,49.1,35.5,66.6,9,-1.4,-3,0.3
29011,49.1,35.2,67.2,9,-2.3,-4.3,-0.3
42057,49.1,36.2,65.6,10,-0.8,-2.9,1.4
48495,49.1,28.8,78.2,4,**,**,**
51630,49.1,36.7,64.4,11,-2.2,-4,-0.3
20157,49,29.6,79.9,4,-0.3,-2.3,1.8
29225,49,39.5,60,19,-1.8,-2.9,-0.7
35051,49,38,64.2,14,-0.8,-2.9,1.3
37011,49,37.7,63.3,13,-1.2,-2.8,0.5
45085,49,43.4,55.1,57,-0.8,-1.9,0.4
48161,49,37.7,62.9,13,-0.3,-2.1,1.6
48223,49,40.3,59.3,22,-1.4,-2.7,0
51149,49,38.7,61.2,17,-2.4,-3.8,-0.9
6011,48.9,36.1,64.8,10,-1.8,-3.8,0.3
12111,48.9,46,52,213,-1.8,-2.2,-1.3
16073,48.9,33.3,69.6,6,**,**,**
18161,48.9,30.7,74.7,5,1.1,-2.4,4.6
23005,48.9,45.6,52.4,169,-1.3,-1.8,-0.9
30017,48.9,35.2,66.8,9,-0.8,-2.9,1.4
34007,48.9,46.3,51.6,275,-2.9,-4,-1.8
38061,48.9,29.6,76.1,4,**,**,**
42019,48.9,44.9,53.2,114,-0.4,-1,0.3
26091,48.8,43.4,54.8,60,-0.7,-1.7,0.3
45045,48.8,46,51.6,241,-1,-1.4,-0.7
55041,48.8,34.1,68.9,7,-0.4,-2.2,1.3
27017,48.7,39.9,59,22,-0.4,-2,1.3
29147,48.7,37,63.3,12,0.1,-1.6,1.8
30101,48.7,27.4,81.1,3,**,**,**
37129,48.7,44.7,52.9,115,-1.8,-2.5,-1.1
40103,48.7,34.5,67.6,8,-0.2,-2.1,1.8
42049,48.7,45.4,52.2,164,-3.5,-6,-1
50009,48.7,31.2,74.9,5,**,**,**
6089,48.6,44.7,52.7,119,-1.8,-2.5,-1.1
12001,48.6,44.6,52.9,114,-1.6,-2.2,-1
13261,48.6,38.6,60.4,17,-0.3,-1.3,0.7
18051,48.6,39.6,59.3,20,-1.4,-2.9,0.1
18039,48.6,44.3,53.1,99,-0.4,-1.1,0.4
26023,48.6,40.6,57.7,27,-0.8,-2.2,0.5
27157,48.6,37.8,62,14,0.2,-1.2,1.6
40011,48.6,33.3,69,7,0.6,-1.4,2.6
53013,48.6,28.9,81.7,4,**,**,**
54025,48.6,40.5,58.1,26,-2.2,-3.3,-1.1
55007,48.6,37,63.6,12,-1.1,-3.6,1.4
37125,48.5,43.6,54,74,-0.6,-1.7,0.5
42129,48.5,45.9,51.3,271,-0.8,-1.2,-0.4
46091,48.5,27.6,81.2,3,**,**,**
47023,48.5,35.6,64.8,10,-1.1,-3,0.9
48253,48.5,36.5,63.5,11,-0.2,-2.3,1.9
50019,48.5,38.9,60,19,-0.8,-2.3,0.6
5065,48.4,36.4,64,11,-2.1,-4,-0.2
19181,48.4,40.2,57.8,25,-0.1,-1.6,1.3
19139,48.4,39.9,58.2,23,-0.2,-1.3,0.9
20029,48.4,33.4,68.7,7,0.3,-1.9,2.5
26003,48.4,33.9,68.5,8,-2.5,-4.7,-0.3
27003,48.4,44.8,52.2,145,-0.6,-1.4,0.1
32013,48.4,33.3,67.8,7,-1.5,-3.8,0.8
37091,48.4,38.2,60.7,16,-2.3,-3.8,-0.7
39063,48.4,42.1,55.4,44,-0.4,-1.3,0.5
40085,48.4,32.6,70,6,-1.5,-3.1,0.2
12057,48.3,46.6,50.1,616,-1.9,-2.3,-1.5
17053,48.3,35.9,64.2,11,-0.6,-2.3,1.1
19085,48.3,35.6,64.6,10,-1.4,-3.1,0.3
20103,48.3,41.4,56,37,-1.5,-2.5,-0.5
23031,48.3,44.5,52.3,127,-1.4,-1.9,-1
23007,48.3,39,59.3,20,-1.6,-2.7,-0.6
26045,48.3,42.9,54.1,62,-0.2,-1.2,0.9
27029,48.3,32.4,70.3,6,**,**,**
28069,48.3,33.2,68.6,7,0.1,-2.4,2.7
36069,48.3,43.1,53.9,67,-1.2,-2,-0.4
36111,48.3,44.3,52.6,111,-1.2,-1.7,-0.7
37059,48.3,40.5,57.4,27,0.7,-1.2,2.5
37081,48.3,45.6,51.1,251,-1.5,-2,-1.1
42123,48.3,40.9,56.8,31,-1.1,-1.9,-0.2
42127,48.3,41.7,55.9,39,-0.2,-1.3,0.8
46035,48.3,37,62.3,13,1,-1.1,3.1
48005,48.3,42.3,55,47,-2.5,-3.2,-1.8
51141,48.3,37.8,61.5,15,-0.6,-2.1,1
55017,48.3,41.5,56,37,0.7,-0.2,1.7
17131,48.2,36.5,62.9,12,-1.2,-3,0.7
37143,48.2,35.7,64.5,10,-1.7,-3.6,0.2
39171,48.2,39.7,58,23,-1.2,-2.3,-0.1
39069,48.2,38.6,59.7,18,-0.7,-2.3,0.9
48321,48.2,39.4,58.4,21,-0.9,-2.3,0.6
51101,48.2,34.5,65.6,9,-0.1,-2.7,2.6
51800,48.2,41.7,55.4,41,-1.4,-2.4,-0.3
51660,48.2,37.8,60.4,16,-1.5,-3.5,0.5
51197,48.2,39.3,58.9,21,-1.5,-2.9,-0.1
27161,48.1,35.9,63.1,11,0,-1.7,1.8
32003,48.1,46.7,49.6,901,-2.7,-3.1,-2.3
34033,48.1,41.6,55.4,41,-1.6,-2.7,-0.5
53067,48.1,44.4,51.9,135,-1.3,-2,-0.5
55125,48.1,39.2,59.3,21,-0.8,-2.4,0.9
1003,48,44.2,52,121,-1.7,-2.2,-1.2
6093,48,41,56.1,35,-0.7,-1.9,0.5
6101,48,42.1,54.5,48,-2,-2.6,-1.3
31143,48,29.6,76.3,4,**,**,**
37061,48,40.9,56,34,-2,-3,-1
37147,48,43,53.3,71,-1.9,-2.8,-1
39083,48,41.1,55.8,35,-0.6,-1.6,0.3
45075,48,42.3,54.2,54,-0.7,-1.6,0.2
53011,48,45.1,51.1,206,-1.8,-2.2,-1.4
54079,48,40.8,56.2,33,-3.3,-4.7,-1.9
22041,47.9,37,61.3,13,-1,-2.6,0.5
24013,47.9,43.5,52.6,90,-0.9,-1.6,-0.2
25003,47.9,43.6,52.6,95,-3.4,-6.6,-0.2
34001,47.9,44.6,51.4,156,-5.5,-7,-4
48175,47.9,30.8,72.7,5,**,**,**
48221,47.9,41.5,55.1,42,-2.9,-3.8,-2
12051,47.8,38.3,58.9,18,-2,-3.6,-0.4
17013,47.8,27.7,78.8,4,**,**,**
21211,47.8,39.1,57.9,22,-2.2,-3.9,-0.4
24005,47.8,45.9,49.8,471,-3.1,-4.4,-1.8
48423,47.8,44,51.8,118,-10.6,-21.7,2.1
5015,47.7,38.5,58.6,20,-1.1,-2.6,0.3
20087,47.7,36.2,62.2,12,-1.2,-3.1,0.7
26041,47.7,39.9,56.8,27,-1.6,-3.2,0
27135,47.7,34.5,64.6,9,-0.7,-3,1.6
34029,47.7,45.7,49.8,442,-4.3,-7.1,-1.5
37087,47.7,41.7,54.7,46,-0.5,-1.3,0.3
41035,47.7,41.5,54.6,44,-1,-2,0.1
19113,47.6,43.6,51.8,110,-2.4,-4.4,-0.5
26151,47.6,40.1,56.3,29,-1.6,-2.6,-0.6
31099,47.6,29.3,74.2,4,**,**,**
36035,47.6,40.7,55.4,35,-1.2,-2.2,-0.2
48003,47.6,32.7,66.9,7,-0.5,-2.7,1.6
48039,47.6,43.9,51.5,130,-2.3,-3.1,-1.6
50023,47.6,40.7,55.4,36,-1.7,-2.8,-0.6
51115,47.6,34.2,66.7,9,-1.5,-3.4,0.4
51093,47.6,38.9,57.8,22,-1.9,-3.4,-0.4
51620,47.6,31,70.5,5,-1.4,-3.9,1.2
51175,47.6,36.1,62.1,12,-1.9,-3.2,-0.5
51041,47.6,44.1,51.4,143,-1.6,-2.3,-1
56011,47.6,29.8,73.2,5,**,**,**
9015,47.5,42.3,53.3,62,-4.5,-7.1,-1.9
20011,47.5,34.9,63.7,10,-1.3,-3.2,0.7
26077,47.5,43.8,51.4,126,-0.6,-1.4,0.2
41051,47.5,45.2,50,327,-6.2,-11,-1.2
42069,47.5,44,51.2,144,-0.2,-0.7,0.3
54021,47.5,30.3,71.8,5,-0.6,-3.9,2.8
55101,47.5,43.5,51.9,104,-0.6,-1.4,0.2
13077,47.4,41.9,53.5,57,-1.8,-3.2,-0.4
17015,47.4,36.1,61.9,12,-1.3,-2.8,0.1
19081,47.4,33.4,66.1,8,-0.2,-2.5,2.2
19015,47.4,37.7,59.1,17,-0.2,-1.9,1.5
29029,47.4,40.3,55.8,35,-1.4,-2.8,0.1
48225,47.4,37.5,59.3,16,-1.6,-3.4,0.3
55069,47.4,38.5,58,20,-0.3,-1.4,0.9
1041,47.3,34.1,64.3,9,-2.1,-3.6,-0.6
1117,47.3,42.9,52.1,88,-0.9,-1.9,0.1
2020,47.3,42.9,52,96,-1.2,-1.8,-0.6
13009,47.3,38.9,57,23,-1,-2.5,0.5
13311,47.3,37.6,58.8,17,-0.1,-2.2,2
1109,47.2,37.4,58.8,16,-1.8,-3.8,0.1
6005,47.2,39.8,55.8,31,-1.9,-3,-0.7
17077,47.2,39.6,55.9,28,-0.5,-1.7,0.8
18157,47.2,42.2,52.7,66,-5.9,-10.1,-1.4
19143,47.2,29.4,73.4,5,**,**,**
27061,47.2,40,55.4,32,-0.9,-1.8,-0.1
29019,47.2,42,52.8,63,-1.2,-2.2,0
31033,47.2,31.6,68.4,6,0.1,-2.5,2.8
37117,47.2,37.3,59.2,16,-2.1,-3.6,-0.6
51570,47.2,35.8,61.4,12,-1.9,-3.3,-0.4
53063,47.2,44.6,50,245,-4.6,-7.1,-2
53077,47.2,43.3,51.3,113,-1.5,-2,-0.9
55083,47.2,39,56.7,24,-1,-2.3,0.4
23009,47.1,40.6,54.6,39,-1.2,-2.3,-0.1
24035,47.1,39.3,56,27,-2.2,-3.3,-1
24017,47.1,41.8,53,61,-2.5,-3.5,-1.5
39161,47.1,37.8,58.3,18,0.5,-1.1,2.2
48331,47.1,37.5,58.7,17,-0.7,-1.9,0.5
51113,47.1,34,64.3,9,0.3,-1.8,2.5
53047,47.1,39.3,56.3,26,-1.8,-2.7,-0.9
53057,47.1,42.4,52.3,74,-10.4,-18.9,-1.1
55121,47.1,37.7,58.4,18,1.6,-0.1,3.3
55005,47.1,39.9,55.3,31,-0.1,-1.2,1
5007,47,43.1,51.2,106,-0.7,-1.3,-0.2
17005,47,35,62.1,10,-0.3,-2.5,2
26009,47,38,58,19,-1.7,-3.2,-0.2
27071,47,34.5,63.4,10,-0.6,-2.4,1.1
27137,47,43.4,51,126,-0.3,-0.9,0.4
37115,47,36.5,59.9,14,-13.6,-23.1,-2.9
37021,47,43.6,50.5,150,-1.4,-1.9,-0.9
48339,47,44,50.1,201,-5.8,-8,-3.5
51031,47,40.2,54.8,35,-0.8,-2.1,0.4
55099,47,35.5,62.2,11,0.8,-1.3,2.9
8073,46.9,26.7,77.5,3,**,**,**
17173,46.9,37,59,16,-1.4,-2.9,0.1
19083,46.9,36,60.6,13,-0.1,-2.2,2
22033,46.9,43.9,49.9,199,-1.6,-2.2,-1.1
27117,46.9,31.8,67.6,6,-0.6,-3.6,2.5
28121,46.9,41.9,52.3,67,-1.1,-1.9,-0.4
46103,46.9,41.5,52.9,55,-1.3,-2.3,-0.3
48227,46.9,37.5,57.9,18,-1.4,-2.8,0
48151,46.9,26.8,80.7,3,-0.5,-3.2,2.2
48375,46.9,41.4,53,53,-1.9,-2.8,-0.9
46039,46.8,26.6,79.3,3,**,**,**
48441,46.8,41.8,52.1,67,-1.5,-2.2,-0.7
51810,46.8,43.9,50,191,-1.7,-2.2,-1.1
13057,46.7,42.1,51.7,84,-1.1,-2.1,-0.1
13151,46.7,41.8,51.9,74,-1.6,-2.5,-0.8
13179,46.7,36.8,58.1,18,-2.4,-4.3,-0.5
18151,46.7,37.9,57.1,20,-1.3,-2.8,0.2
18173,46.7,39.6,54.8,32,-1.5,-3.1,0.1
19061,46.7,41.3,52.6,56,-1.2,-2,-0.5
28157,46.7,30.7,68.6,5,-0.7,-3.8,2.5
29067,46.7,34.4,62.7,10,-1.1,-3,0.8
31131,46.7,34.7,62.1,10,1.6,-0.2,3.5
36031,46.7,39.2,55.5,28,-1.6,-2.3,-0.8
13111,46.6,37.8,57.5,20,-2.5,-4,-1.1
17009,46.6,26.5,76.3,3,**,**,**
19133,46.6,32.6,66,8,-0.4,-2.7,1.9
26005,46.6,41.3,52.3,59,5.3,-1.4,12.5
26097,46.6,33.8,64.3,9,-1.2,-3.2,0.9
29135,46.6,33.1,63.7,8,-0.4,-3,2.3
31097,46.6,26.9,77,3,**,**,**
31089,46.6,32.5,65.6,8,2.5,-0.1,5.2
33013,46.6,42.1,51.4,84,-1,-1.6,-0.3
36099,46.6,37.9,56.8,21,-0.8,-2.4,0.8
37063,46.6,42.7,50.8,110,-2.1,-2.8,-1.4
48471,46.6,39,55.1,28,-1.6,-2.8,-0.4
17175,46.5,28.8,73.2,4,-1.5,-4.7,1.8
18169,46.5,37.8,56.8,20,-1.3,-2.8,0.3
26043,46.5,37.5,57.4,19,-0.8,-2.1,0.4
27165,46.5,32.8,64.7,8,-0.4,-2.9,2.1
31145,46.5,32.7,64.9,8,0,-2,2.1
36071,46.5,43.3,49.8,167,-1.8,-2.2,-1.4
37179,46.5,41.9,51.4,80,-1,-2.1,0.1
38105,46.5,35.4,60.1,12,0,-1.8,1.9
51025,46.5,35.1,60.8,11,-1.6,-3.2,0
20143,46.4,27.6,74.6,4,**,**,**
28049,46.4,42.5,50.5,110,6.9,-2.9,17.8
36055,46.4,44.4,48.5,405,-0.7,-1.1,-0.3
42005,46.4,40.7,52.9,48,-0.9,-1.8,0
13241,46.3,35.5,60.1,13,-1.3,-2.5,-0.1
24023,46.3,37.4,57,19,0.2,-1,1.4
26127,46.3,36.9,57.6,17,-1.7,-3.2,-0.2
36025,46.3,39.4,54.3,34,-0.6,-1.9,0.8
48057,46.3,35.3,59.8,12,-2.4,-3.9,-0.9
17037,46.2,39.9,53.1,40,-0.6,-1.6,0.4
17041,46.2,35.1,59.9,12,-0.8,-2.4,0.8
20151,46.2,31.7,66,7,0.2,-2,2.5
31139,46.2,29.5,70.4,5,**,**,**
31155,46.2,35.5,59.4,13,-0.6,-2.5,1.2
36107,46.2,39.1,54.3,31,-1.6,-2.6,-0.6
46115,46.2,29.1,71.4,5,**,**,**
48265,46.2,40,53.2,43,-1.1,-2.1,0
51087,46.2,43,49.7,154,-2.3,-2.8,-1.8
55127,46.2,40.8,52.2,54,-0.8,-1.6,0.1
17139,46.1,33.7,62.1,9,-0.8,-2.8,1.3
27005,46.1,37.6,56.1,21,-0.4,-1.6,0.8
27057,46.1,36.4,58.3,16,-1.3,-3.3,0.9
28009,46.1,30,68.5,5,-5.6,-10.2,-0.7
32033,46.1,30.7,67.1,6,**,**,**
33011,46.1,43.2,49.2,194,-1.2,-1.8,-0.6
42079,46.1,43.3,49.1,210,-0.1,-0.7,0.4
48341,46.1,33,62.5,8,-2,-4.2,0.4
6007,46,42.4,49.8,126,-1.9,-2.6,-1.3
17149,46,34.6,60.5,11,-0.6,-2.2,1
19187,46,37.9,55.5,23,-1.2,-2.3,-0.1
42133,46,43.4,48.7,240,-0.6,-0.9,-0.2
50003,46,38.3,55.1,26,-1.5,-3.1,0.2
54063,46,33.7,62.1,10,-0.6,-2.1,0.8
22061,45.9,37.3,56,20,-1.9,-3.4,-0.4
28041,45.9,31.5,64.8,7,-1.4,-3.7,1
29189,45.9,44.2,47.6,574,-1.4,-1.7,-1
29043,45.9,39.4,53.1,37,-1.3,-2.5,0
31181,45.9,26.3,79.7,3,**,**,**
39103,45.9,41.7,50.5,90,-1.3,-2.2,-0.5
41047,45.9,42.7,49.3,157,-3.7,-5.8,-1.5
42113,45.9,30.4,70.1,6,-1.5,-4.1,1.2
44009,45.9,41.2,51,74,-2.5,-3.3,-1.7
48055,45.9,36.9,56.6,18,-1.6,-3,-0.1
48009,45.9,30.1,68,5,-3,-5.3,-0.8
51015,45.9,40.1,52.4,46,-0.6,-1.8,0.7
13145,45.8,36.2,57.4,17,-1,-2.6,0.7
17141,45.8,38.8,53.9,31,-1.1,-2.2,0.1
17203,45.8,37.5,55.6,22,-0.5,-1.9,0.9
36113,45.8,39.7,52.7,42,-1,-2,0
36051,45.8,39.3,53.2,36,-1.7,-2.8,-0.6
54077,45.8,37.1,56.1,20,-1.2,-2.3,0
55023,45.8,34.7,59.9,12,0.4,-1.3,2.1
13315,45.7,29.2,68.7,5,**,**,**
24001,45.7,40,52,48,-1,-1.9,0
38103,45.7,27.9,76.8,4,0.7,-2,3.4
42061,45.7,38.5,54.1,29,-0.8,-2,0.5
45019,45.7,42.6,48.8,177,-1.5,-2,-1
48305,45.7,26.6,74.4,3,**,**,**
48053,45.7,38.6,53.9,30,-2.6,-3.7,-1.5
50027,45.7,39.4,52.9,39,-0.8,-1.9,0.3
51147,45.7,34.4,59.7,11,-1.9,-3.7,-0.1
55021,45.7,38.8,53.6,32,-0.5,-1.6,0.6
13139,45.6,41.2,50.4,81,-1.2,-2,-0.3
13271,45.6,33.3,61.3,9,-2.5,-4.7,-0.3
25025,45.6,43.3,48,292,-2.3,-2.6,-1.9
27143,45.6,33.2,61.6,9,1,-1.4,3.5
27077,45.6,26,79.5,3,-1.6,-4.5,1.3
34041,45.6,40.5,51.2,59,-1.4,-2.2,-0.6
36085,45.6,43,48.4,233,-1.7,-2.1,-1.2
41029,45.6,42.1,49.3,134,-1.6,-2.2,-1
42033,45.6,40.2,51.6,53,-0.8,-1.7,0.2
50001,45.6,36.8,55.9,20,-0.5,-2.1,1.1
55027,45.6,40.1,51.7,51,0.1,-0.8,1.1
12087,45.5,39.8,51.8,50,-1.8,-2.6,-1
13063,45.5,40.8,50.6,79,-2.5,-3.3,-1.6
20009,45.5,36.3,56.6,17,-0.4,-1.5,0.7
42095,45.5,42.5,48.7,177,-0.8,-1.3,-0.4
46077,45.5,27.6,73.6,4,-0.6,-3.8,2.6
20123,45.4,28.4,70.9,5,1.2,-1.6,4.1
26063,45.4,37.7,54.6,25,-0.4,-1.8,1.1
27115,45.4,36.5,56.1,18,-1.1,-2.4,0.3
30089,45.4,32.9,62.5,9,-2.1,-3.8,-0.3
30049,45.4,38.7,53.1,34,-0.9,-2,0.2
33005,45.4,39.4,52.1,43,-0.7,-1.9,0.6
37187,45.4,32.7,62,9,-1.9,-4.4,0.6
12015,45.3,42.1,48.8,175,-1.4,-1.9,-0.9
19069,45.3,31.5,64,7,1.9,0.1,3.8
19063,45.3,31.3,64.4,7,0.9,-1,2.9
29051,45.3,38.9,52.5,37,-0.4,-1.3,0.5
39051,45.3,37.4,54.5,24,0.2,-1.2,1.6
39157,45.3,40.1,51,56,-0.5,-1.2,0.2
41039,45.3,42.4,48.2,200,-4.4,-6.8,-1.9
48297,45.3,32.1,62.9,8,-1.2,-3.3,1
48233,45.3,34.4,58.7,12,-1.3,-2.4,-0.1
13159,45.2,31.1,63.7,7,31.1,-3.5,78.1
17049,45.2,36.5,55.4,19,-0.4,-1.8,0.9
20161,45.2,36.5,55.2,20,1.4,-0.2,3
34037,45.2,40.5,50.3,74,-1.6,-2.4,-0.8
36079,45.2,39.6,51.4,49,-1.8,-2.7,-0.9
38059,45.2,35.7,56.7,16,-1,-2.5,0.5
46029,45.2,35.4,57,15,-0.3,-2,1.4
55117,45.2,40.3,50.6,63,0,-0.9,0.8
18099,45.1,37.7,53.8,26,-1.4,-2.5,-0.3
26029,45.1,36,56.1,18,-1.7,-3.2,-0.2
40151,45.1,28.5,68.5,5,**,**,**
41059,45.1,38.8,52.3,37,-2.6,-3.7,-1.4
42031,45.1,37.1,54.4,23,-0.2,-1.7,1.4
42043,45.1,41.8,48.5,144,-1.2,-1.7,-0.7
51917,45.1,39.4,51.5,47,-1.1,-2.1,0
53039,45.1,34.8,58,14,-1.9,-3.3,-0.6
12027,45,36.8,54.7,22,-2.3,-3.4,-1.1
27131,45,38,52.9,30,-0.2,-1.8,1.6
27059,45,36.1,55.4,18,0.2,-1.5,1.9
30111,45,40.6,49.7,79,-3.2,-5.5,-0.9
31129,45,26.7,75.6,4,-3.2,-5.8,-0.5
31001,45,36,55.8,18,-0.4,-1.6,0.8
39173,45,40,50.4,61,-0.9,-1.6,-0.1
48449,45,35,56.9,14,-2.2,-4.1,-0.3
48065,45,27,72,4,-1.9,-4.1,0.4
53061,45,42.7,47.4,300,-1.4,-1.9,-0.9
9009,44.9,43.1,46.8,467,-1,-1.4,-0.7
19115,44.9,30.6,64,6,1.6,-0.5,3.8
27025,44.9,37.1,53.8,24,-1.8,-3.4,-0.2
31121,44.9,29.3,67.3,5,-1.2,-3.6,1.3
46093,44.9,34,58.1,12,-0.6,-2.1,1
48153,44.9,26.5,72.1,4,-1.3,-4.1,1.7
55115,44.9,37.5,53.4,27,0,-1.1,1
6077,44.8,42.5,47.3,277,-2.8,-3.5,-2.1
12065,44.8,32.6,60.6,9,-1.5,-3.4,0.5
17085,44.8,35.8,55.9,17,-1.2,-2.7,0.4
18003,44.8,41.7,48.1,163,-1.6,-2.1,-1.1
28031,44.8,33.7,58.7,11,-2,-3.6,-0.4
42055,44.8,40.7,49.2,89,-0.3,-0.9,0.4
46013,44.8,36.6,54.5,22,0.7,-0.7,2.2
53005,44.8,40.5,49.5,81,-1.1,-2,-0.2
17031,44.7,43.9,45.5,2369,-2.8,-3.8,-1.7
17113,44.7,40,49.9,68,-9.6,-16.7,-2
40009,44.7,33.3,58.7,10,-1.2,-2.9,0.4
41071,44.7,39.3,50.7,50,-3,-5,-1
55139,44.7,40.5,49.3,85,-0.5,-1.4,0.4
55095,44.7,37.4,53.2,27,-1,-2.4,0.5
50013,44.6,25.7,72.9,4,-0.4,-3.7,2.9
13221,44.5,31.4,61.6,8,-1.6,-4,0.8
19117,44.5,30.1,64.7,6,-1.4,-4.2,1.5
42117,44.5,37.2,53,27,-0.3,-1.5,1
48425,44.5,28,67.7,5,-3.2,-5.1,-1.3
51159,44.5,29.8,65.3,6,-2.9,-5.1,-0.6
53025,44.5,38.4,51.3,39,-3.9,-6.8,-0.8
13051,44.4,41,48.1,126,-1.9,-2.6,-1.3
19027,44.4,34.3,57,14,-0.5,-2.8,2
36095,44.4,35.9,54.5,20,-16.9,-30.9,0
48439,44.4,42.9,46,654,-4,-5.3,-2.6
53037,44.4,35.6,54.8,18,-1.6,-2.6,-0.5
6095,44.3,41.5,47.4,186,-2.1,-2.7,-1.6
39169,44.3,39.5,49.6,62,-3.1,-4.9,-1.3
51075,44.3,33.6,57.8,13,-2.4,-4.2,-0.5
9007,44.2,40.2,48.4,96,-1.4,-2.1,-0.8
22027,44.2,32.4,59.1,10,-0.8,-2.8,1.3
26093,44.2,40,48.8,86,-1.1,-1.8,-0.4
27119,44.2,35.4,54.6,18,-1.2,-2.7,0.3
29165,44.2,38.1,51,40,-2.3,-3.3,-1.2
31111,44.2,35.9,53.9,20,-0.4,-1.9,1.1
34005,44.2,41.6,46.8,232,-1.8,-2.2,-1.4
36043,44.2,38.1,51,39,-1.3,-2.1,-0.4
38101,44.2,37.2,52.2,29,0.5,-0.8,1.7
39149,44.2,36.6,52.9,24,-0.7,-2.3,0.9
51735,44.2,30.4,62.8,7,-2.9,-4.9,-0.8
22077,44.1,33.8,56.7,13,-0.6,-2.9,1.7
29137,44.1,29.3,64.8,6,-0.9,-3.5,1.7
39041,44.1,39.3,49.3,66,-0.9,-1.6,-0.2
49019,44.1,28,66.6,5,-3.1,-5.9,-0.2
1085,44,29.5,63.6,6,0.7,-2.2,3.7
17123,44,31.9,60,9,-0.8,-2.7,1
19037,44,31.6,60.6,8,0,-2.2,2.3
30093,44,35.7,53.8,20,-3.7,-7.3,0.1
30077,44,27.3,68.7,4,0.1,-2.9,3.2
36027,44,40.9,47.3,151,-1.8,-2.2,-1.3
41057,44,35.4,54.6,19,-1.5,-3,0
45003,44,40,48.4,91,-3.9,-5.5,-2.2
46127,44,31,61,8,-8.6,-15.3,-1.3
51079,44,31.8,59.4,9,-2.1,-4.2,0
1025,43.9,34.3,55.5,15,-1.2,-2.4,0
17027,43.9,35.7,53.4,20,-1.7,-3.2,-0.2
26061,43.9,35.4,54.1,19,-0.3,-1.6,1
42017,43.9,41.8,46,340,-1.5,-2,-1
42013,43.9,39.6,48.6,79,-4.4,-7.6,-1.2
50015,43.9,33.5,56.6,13,-0.7,-2.7,1.3
4007,43.8,38,50.5,42,-1.3,-2.2,-0.4
