Y,X1,X2,X3,X4,X5,X6,X7
45027,55.4,46.2,66.2,27,0,-1,1
47103,55.4,46.2,66.2,25,-1.6,-3.1,-0.1
51099,55.4,41.7,71.9,12,-1.6,-3.8,0.6
51035,55.4,46.2,66.3,26,0.6,-0.7,2
6115,55.3,47.3,64.3,35,-1.8,-3,-0.6
17063,55.3,46.3,65.5,28,-0.7,-1.6,0.3
29159,55.3,46.3,65.5,27,-0.6,-3.4,2.2
29095,55.3,52.8,57.8,398,-1,-1.3,-0.6
38073,55.3,34.7,85.8,5,1.3,-1.4,4.1
40145,55.3,47.9,63.5,43,-1.3,-2.4,-0.3
47189,55.3,49.4,61.7,68,-0.8,-1.8,0.3
47179,55.3,50.1,61,84,-0.6,-1.2,0.1
48077,55.3,40,75.4,9,-0.5,-2.9,2.1
20089,55.2,31.5,97.6,3,**,**,**
33001,55.2,48.2,63.1,46,-0.9,-1.9,0.1
48497,55.2,47,64.3,35,-0.3,-1.7,1.1
1031,55.1,46.9,64.3,33,-1.1,-2.1,-0.2
5029,55.1,43.6,69,16,-0.3,-1.9,1.4
17091,55.1,49.4,61.4,70,-1.2,-1.9,-0.6
19067,55.1,41.9,71.4,13,-0.3,-1.6,1.1
19107,55.1,39.6,75.4,9,0.6,-1.8,3.1
39093,55.1,51.7,58.6,200,-0.8,-1.2,-0.3
45073,55.1,48.9,62.1,59,-0.6,-1.6,0.4
51143,55.1,48.3,62.6,50,-0.4,-1.7,0.8
51540,55.1,44.3,67.7,19,-0.5,-1.9,0.9
12079,55,42.6,70.3,14,-0.5,-2.1,1
13097,55,48.5,62,59,-2.2,-3.4,-0.9
17155,55,35.4,83.6,5,1.2,-1.6,4.1
28065,55,39.8,74.5,9,-1.2,-3.2,0.8
42089,55,50.2,60,103,-0.6,-1.2,0
45083,55,51.4,58.7,179,-3.4,-5.8,-1
46047,55,38.4,79.2,7,1.1,-1.3,3.5
51053,55,44.3,67.8,19,-0.8,-2.3,0.7
13287,54.9,36.6,79.8,6,-0.7,-3.4,1.9
17067,54.9,43.2,69.2,16,-0.9,-2.3,0.6
22121,54.9,42.1,70.3,13,-1.1,-2.7,0.5
26069,54.9,46.1,65.6,28,-1.7,-2.9,-0.5
28053,54.9,35.9,80.4,5,-1.2,-3,0.7
34009,54.9,49.9,60.4,90,-1.1,-1.6,-0.5
37095,54.9,33.4,86.4,4,**,**,**
39109,54.9,49.3,61.1,72,-0.5,-1.2,0.3
40105,54.9,39.3,75.3,8,-0.9,-3.2,1.4
47141,54.9,48,62.5,47,0.2,-20,25.4
55113,54.9,42.8,70,15,-2,-3.5,-0.5
13109,54.8,37.8,77,7,1.3,-1.5,4.1
20041,54.8,42.9,69.3,15,1.2,-0.4,2.9
22017,54.8,51,58.8,159,-2.4,-3.8,-1.1
33007,54.8,45.8,65.3,27,-1.2,-2,-0.4
5119,54.7,51.5,58.1,223,-1.7,-2.1,-1.2
18113,54.7,45.8,64.8,28,-0.2,-2,1.6
37105,54.7,46.9,63.5,36,-1.2,-2.2,-0.1
48257,54.7,48.2,62,53,-2.1,-3.1,-1.1
51089,54.7,47.6,62.7,44,1,0,2
55057,54.7,44.6,66.7,21,-2.6,-5.1,0
13175,54.6,46.3,63.9,32,-1,-2.3,0.3
29211,54.6,35.5,81.6,5,0,-2.5,2.5
39111,54.6,41.5,71.1,12,0,-2.4,2.3
54105,54.6,33.3,86,4,-2.2,-4.3,-0.2
1123,54.5,46.2,64,32,-3.8,-7,-0.5
13181,54.5,36.1,80.1,6,-0.6,-2.6,1.5
18107,54.5,45.4,64.9,26,0.3,-0.7,1.2
28101,54.5,42.3,69.2,14,-1.5,-3.3,0.3
39159,54.5,45.2,65,26,-1.1,-2.4,0.2
40073,54.5,40.4,72.2,10,0.9,-1.3,3
45009,54.5,41.1,71.2,11,-1.2,-3.1,0.7
48167,54.5,50.7,58.4,162,-1.6,-2.1,-1
54009,54.5,44.4,66.7,21,-0.4,-1.9,1
55105,54.5,49.8,59.5,101,-0.7,-1.5,0.1
1125,54.4,49.7,59.5,100,-1.1,-1.8,-0.4
5123,54.4,42.9,68,16,-1.1,-2.8,0.6
12131,54.4,47.1,62.6,41,-1.9,-2.8,-1
13019,54.4,41.4,70.3,12,-2,-3.8,-0.2
16087,54.4,38.6,75.4,8,-1.1,-2.7,0.5
20031,54.4,37.3,77.8,7,0,-2.1,2.1
29071,54.4,48.6,60.8,64,-9.5,-23.7,7.3
39033,54.4,46.4,63.6,33,-0.3,-1.3,0.7
39011,54.4,46.1,63.8,31,0.4,-0.7,1.4
39043,54.4,48.3,61.2,59,-1.3,-1.9,-0.6
40137,54.4,46.4,63.5,33,-3.9,-6.1,-1.6
41009,54.4,46.1,64,32,-1.5,-2.7,-0.3
45043,54.4,47.7,61.8,51,-0.8,-1.5,0
47051,54.4,46,63.9,31,-0.5,-1.6,0.7
26007,54.3,45.1,65.1,25,-0.6,-1.6,0.4
26113,54.3,41,71,11,0,-1.9,1.9
29027,54.3,45.1,64.8,26,-0.6,-1.9,0.6
39045,54.3,49.2,59.8,86,-0.6,-1.3,0.1
51171,54.3,46.3,63.5,33,0.5,-0.5,1.5
51790,54.3,44.1,66.6,20,-0.7,-2.2,0.8
51047,54.3,45.2,64.6,26,-4.4,-8,-0.6
17057,54.2,45.6,64.3,28,-1,-2.3,0.3
18043,54.2,47.3,62,46,-1.7,-2.7,-0.6
27125,54.2,30.8,90.8,3,0.6,-2.1,3.4
30071,54.2,32,89.5,4,-0.1,-3,2.9
39117,54.2,44.5,65.5,22,-1.2,-2.7,0.3
42047,54.2,45.4,64.5,27,-0.9,-2,0.2
45049,54.2,41.9,69.1,14,8.7,-11.6,33.5
47009,54.2,49.2,59.6,89,-0.6,-1.7,0.6
51137,54.2,45.2,64.7,26,-0.9,-2.2,0.4
51021,54.2,34.8,82,5,-1.6,-3.9,0.8
51029,54.2,40.8,70.8,11,-1.2,-2.6,0.1
53045,54.2,47.5,61.8,48,-1.6,-2.5,-0.7
12127,54.1,51.8,56.4,439,-0.9,-1.3,-0.6
13277,54.1,44.6,65.1,23,-1.2,-2.1,-0.3
17167,54.1,49.9,58.6,126,-0.7,-1.2,-0.1
22015,54.1,48.3,60.3,65,-1.6,-2.4,-0.7
26057,54.1,45.3,64.2,27,0,-1.5,1.5
29075,54.1,36,79.6,6,1.1,-1.4,3.7
29101,54.1,45.1,64.3,26,1.1,-0.4,2.6
36039,54.1,46.6,62.6,38,-1.6,-2.5,-0.7
36117,54.1,48.2,60.6,62,-0.7,-1.7,0.2
42099,54.1,45.5,63.8,30,-0.4,-1.6,0.8
48027,54.1,50,58.5,130,-2.3,-3.4,-1.2
48237,54.1,36.3,78,6,-1,-3.5,1.6
1019,54,43.8,66.1,21,0.6,-1.2,2.5
2090,54,45.1,64,31,-1.1,-2.6,0.5
13227,54,44.1,65.8,22,-0.6,-2,0.9
13199,54,42.3,68.1,15,-0.8,-2.5,0.9
16069,54,45.6,63.6,30,-0.1,-1.1,1
18085,54,47.3,61.5,47,-0.1,-1,0.8
24037,54,47.5,61.1,52,-0.9,-1.7,0
29167,54,44.1,65.6,21,-0.9,-2.5,0.7
37035,54,49.3,59.1,99,-1.1,-1.6,-0.4
39147,54,46.4,62.5,38,0,-1.2,1.1
42039,54,48.1,60.4,64,0.4,-0.6,1.4
45091,54,49.7,58.6,124,-0.6,-1.4,0.3
51045,54,32.8,86.1,4,**,**,**
2170,53.9,45.7,63.1,37,-0.8,-2,0.5
13167,53.9,36.9,76.7,7,0.1,-2.2,2.5
28021,53.9,35.6,78.8,6,0.6,-1.3,2.5
36019,53.9,47.4,61.1,50,-0.1,-1.2,0.9
53015,53.9,48.4,60,71,-0.8,-1.7,0.1
12031,53.8,51.6,56.1,465,-5.6,-7.9,-3.2
18089,53.8,51.1,56.7,298,-4.6,-8.8,-0.2
19097,53.8,42,68.2,15,-0.6,-2.3,1.1
19099,53.8,45,64,27,-0.7,-2,0.6
26047,53.8,44.6,64.6,25,-0.6,-2,0.8
29199,53.8,31.6,87.3,4,**,**,**
29037,53.8,48,60.2,63,-0.9,-1.8,-0.1
48199,53.8,45.9,62.7,34,-1.8,-2.9,-0.8
51011,53.8,40.6,70.4,11,0.8,-1.2,2.8
55129,53.8,41.6,69.2,14,-1.3,-2.8,0.2
13273,53.7,36.5,76.8,6,-4.3,-7.2,-1.4
22079,53.7,48.6,59.3,81,-1,-1.9,-0.2
29109,53.7,44.9,63.7,27,-0.6,-2,0.8
39019,53.7,43.7,65.6,21,-19.6,-41.3,10.2
46015,53.7,32,85.8,4,-0.9,-3.8,2
48097,53.7,45,63.8,27,-0.7,-1.7,0.2
51181,53.7,34.4,81.2,5,-2.6,-5.3,0.3
13091,53.6,41.3,68.5,13,-0.9,-2.5,0.8
18083,53.6,44.6,63.9,26,-0.9,-1.9,0.2
18171,53.6,36.3,77.2,6,-1.8,-4,0.5
20013,53.6,37.9,74.4,8,**,**,**
27089,53.6,37.6,75,8,2.8,0.5,5.1
48395,53.6,40.8,69.5,12,-1.2,-2.7,0.2
48051,53.6,41.3,68.7,13,-1.1,-3,0.9
51710,53.6,49.1,58.4,108,-2.1,-2.7,-1.5
13297,53.5,46.7,60.9,47,-1.4,-2.3,-0.6
24043,53.5,48.7,58.6,94,-0.7,-1.4,-0.1
37065,53.5,46.1,61.9,38,-1.4,-2.4,-0.4
39003,53.5,47.9,59.6,69,-0.9,-1.5,-0.2
39049,53.5,51.5,55.6,553,-3.3,-4.4,-2.1
39005,53.5,45.8,62.2,35,0.9,-0.3,2
41049,53.5,36.5,75.9,7,-2.4,-4.6,0
22101,53.4,45.5,62.5,33,-2.7,-3.9,-1.6
22071,53.4,49.9,57.1,185,-1.8,-2.3,-1.2
24029,53.4,42.6,66.7,18,-1.7,-3.4,0
39099,53.4,49.9,57.1,183,-0.8,-1.1,-0.4
41043,53.4,48.2,59.1,79,-0.7,-1.2,-0.2
42025,53.4,46.9,60.6,50,0.3,-0.9,1.5
48063,53.4,38.8,72.3,9,-2.8,-4.4,-1.1
5019,53.3,41.7,67.4,15,-1.2,-2.3,-0.1
20111,53.3,43,65.4,19,-0.4,-1.9,1.2
22093,53.3,40.9,68.4,13,-1.4,-3.4,0.7
33017,53.3,47.7,59.4,68,-0.9,-1.5,-0.2
12047,53.2,38.7,71.7,9,-3.2,-4.8,-1.6
17103,53.2,44.1,63.7,25,-12.2,-24.5,2.1
18033,53.2,44.2,63.6,25,-0.4,-1.8,1.1
19163,53.2,48.5,58.2,99,-0.4,-1.1,0.2
26021,53.2,48.8,58,109,-1,-1.7,-0.3
29157,53.2,40.8,68.3,13,0.2,-1.6,2.1
36121,53.2,44.3,63.5,26,-0.4,-1.5,0.8
37107,53.2,46.1,61.1,42,-13.4,-23.7,-1.6
37181,53.2,44.7,62.8,29,-1.5,-2.6,-0.3
38071,53.2,38.1,72.8,8,0.4,-1.7,2.6
47157,53.2,51,55.5,457,-1.6,-1.9,-1.3
48415,53.2,39.4,70.4,10,-0.2,-2.4,2.1
55085,53.2,45.3,62.5,33,-0.4,-1.5,0.7
10005,53.1,49.5,56.9,171,-1.6,-2.1,-1.1
17147,53.1,40.3,69,12,-1,-2.6,0.7
30023,53.1,37.7,73.9,8,-2.2,-4,-0.4
37199,53.1,41.4,67.6,15,2,-0.4,4.4
37025,53.1,48.2,58.2,92,-0.5,-1.2,0.2
46113,53.1,31,83.4,4,**,**,**
51081,53.1,37.2,73.9,8,-0.5,-2.8,1.8
20059,53,42,66.1,16,0.7,-0.7,2.1
20015,53,45.6,61.2,38,-0.5,-1.4,0.4
20077,53,34.6,80,5,1.3,-1.3,3.9
26149,53,45.8,61,40,-0.7,-1.7,0.3
28075,53,46.5,60.2,49,-5.4,-8.6,-2.1
31043,53,39.5,69.5,11,-1.2,-2.9,0.6
36065,53,49.4,56.8,164,-0.4,-0.7,0
40003,53,33.6,81.9,5,1.7,-0.8,4.3
47175,53,32.5,83.7,4,-0.3,-3.7,3.3
48241,53,44,63.5,25,-2.6,-4.1,-1.2
51085,53,47,59.5,60,-1.9,-2.9,-0.8
51179,53,46.1,60.7,46,-0.6,-1.5,0.2
1099,52.9,41.9,66.3,16,-0.6,-2,0.9
12069,52.9,50.1,55.9,279,-1.1,-1.5,-0.7
17107,52.9,43,64.6,20,-0.5,-1.9,0.9
18127,52.9,48.1,58,95,-0.8,-1.5,-0.2
20027,52.9,35.9,76,7,**,**,**
37067,52.9,49.7,56.3,206,-0.6,-1.1,-0.1
45071,52.9,44.1,63.1,26,-0.8,-2,0.3
48445,52.9,37.3,73,8,-0.3,-2.7,2.1
51177,52.9,46.7,59.5,57,-1.4,-2.6,-0.2
12063,52.8,45,61.5,34,-1.2,-2.3,-0.1
13185,52.8,46.3,59.9,49,-1.5,-2.4,-0.7
17145,52.8,41.3,66.7,15,-1.2,-2.6,0.4
17007,52.8,44.3,62.4,28,0.1,-1.1,1.3
26157,52.8,45.6,61,39,-0.2,-1.1,0.8
26027,52.8,45.2,61.4,36,-8.8,-15.7,-1.3
28139,52.8,41.1,67.1,14,-0.1,-1.8,1.6
39097,52.8,43.8,63,25,-1.1,-2.2,0.2
42107,52.8,48.5,57.4,114,-1.1,-2,-0.1
48501,52.8,31.7,82.3,4,-0.1,-3.2,3.2
48123,52.8,41.5,66.5,15,0,-1.7,1.7
51680,52.8,45.9,60.5,44,-1.4,-2.3,-0.5
53041,52.8,46.7,59.5,56,-1.4,-2.4,-0.5
54069,52.8,45.1,61.6,35,-1,-2,0.1
5143,52.7,47.9,57.8,91,-0.9,-1.6,-0.1
19173,52.7,33.7,80.2,5,1.5,-0.9,3.9
22031,52.7,42.2,65.2,18,-1.1,-2.4,0.1
22069,52.7,43.4,63.4,23,-1.1,-2.4,0.3
22067,52.7,42.3,65.1,18,-0.6,-2,0.9
36123,52.7,42.3,65.2,18,-2,-3.5,-0.5
39037,52.7,45.2,61,37,0.2,-0.8,1.2
40001,52.7,40.3,67.6,13,-1.4,-2.7,-0.1
42045,52.7,50.2,55.3,350,-1,-1.3,-0.7
47105,52.7,45.6,60.8,42,-1.2,-2.3,-0.2
48309,52.7,48.7,56.9,130,-3.3,-5.7,-0.9
55059,52.7,47.8,58,87,-0.3,-1,0.4
1013,52.6,41.5,66.2,15,0.1,-1.6,1.7
17177,52.6,45,61.3,36,0.4,-0.6,1.3
17157,52.6,43.2,63.6,22,-0.2,-2.1,1.7
36029,52.6,50.8,54.5,620,1.8,-2.5,6.4
37197,52.6,44.1,62.4,27,-0.2,-1.7,1.4
40143,52.6,50,55.2,328,-2.3,-3,-1.5
44003,52.6,48.3,57.2,116,-1,-1.6,-0.4
51069,52.6,45.9,60,46,-1.3,-2.3,-0.3
55011,52.6,39.2,69.8,10,1.3,-1,3.6
17095,52.5,45.4,60.5,40,-0.6,-1.6,0.4
37077,52.5,44.9,61.2,35,-0.3,-1.6,1
45007,52.5,48.4,56.9,124,-7.2,-10.5,-3.8
6105,52.4,39.2,69.7,11,-1.3,-3.1,0.5
17161,52.4,47.8,57.2,101,-0.8,-1.2,-0.5
18067,52.4,46.4,59,57,-1.2,-2.2,-0.3
19177,52.4,35.5,76,6,2.2,-0.6,5
29213,52.4,45,60.7,38,-1,-1.9,0
36067,52.4,49.7,55.2,289,-0.7,-1.2,-0.2
36091,52.4,48.4,56.6,135,-0.8,-1.4,-0.2
37083,52.4,45.2,60.5,39,-1,-2.1,0.1
42097,52.4,47.1,58.2,73,0.4,-0.4,1.1
51135,52.4,39.6,68.4,11,-0.6,-2.4,1.2
20073,52.3,35.4,76.8,6,-0.8,-2.8,1.3
22051,52.3,49.4,55.2,262,-1,-3.4,1.4
26107,52.3,43.7,62.3,27,-1.3,-2.5,-0.1
39153,52.3,49.9,54.9,352,-4.5,-9,0.2
39029,52.3,47.1,57.9,76,-0.6,-1.3,0.1
48049,52.3,43.8,62.1,28,-1.6,-2.8,-0.3
51133,52.3,40.6,68.3,14,-1.8,-3.9,0.4
51193,52.3,41,66.5,15,-1.8,-3.3,-0.4
54017,52.3,35,76.4,6,-1.9,-5,1.4
13255,52.2,44.9,60.3,38,-1.7,-2.8,-0.6
18141,52.2,48.5,56,157,-0.5,-1,0
20001,52.2,38.2,70.1,10,-1,-3,1.1
21067,52.2,48.4,56.3,145,-1.6,-2.2,-1
26099,52.2,50.2,54.2,527,-0.6,-0.9,-0.3
28103,52.2,36,73.5,7,-0.9,-3.2,1.5
37097,52.2,47.5,57.3,92,-1.2,-1.8,-0.5
41007,52.2,43.6,62.2,27,-1.2,-2.4,0
55081,52.2,43.8,61.9,28,0.4,-1.1,1.9
17171,52.1,31.8,82.5,4,0.3,-2.4,3.1
18183,52.1,42.5,63.3,21,-0.3,-1.3,0.7
29195,52.1,41,65.5,16,0.4,-1.5,2.3
36017,52.1,44.6,60.7,35,-0.7,-1.5,0.1
37009,52.1,42.7,63.3,22,-0.9,-2.2,0.4
42073,52.1,46.8,58,71,-0.5,-1.4,0.4
45057,52.1,45.8,59.2,51,-0.7,-1.7,0.4
46099,52.1,47.2,57.3,87,-0.3,-0.9,0.2
47113,52.1,46.2,58.7,57,-1.1,-2.1,-0.1
5125,52,46.6,57.9,69,-1.3,-2.3,-0.3
17075,52,42.9,62.9,23,-7.6,-12.3,-2.7
22055,52,47.6,56.7,107,-2,-2.6,-1.3
28061,52,39.4,67.8,12,-1.7,-3.6,0.2
36077,52,45.1,59.7,43,-0.6,-1.4,0.3
42087,52,44.6,60.5,36,0.1,-0.9,1.2
55079,52,49.9,54.2,484,-1,-1.3,-0.6
1091,51.9,40.6,65.6,15,-1.5,-2.5,-0.4
13223,51.9,45.3,59.1,51,-1.6,-2.8,-0.5
17111,51.9,48,55.9,143,-0.6,-1.1,-0.2
19077,51.9,37.4,71.2,9,-0.2,-2.1,1.8
21239,51.9,40.4,65.7,15,-0.8,-2.4,0.8
39151,51.9,49.1,54.9,258,-0.5,-0.9,-0.1
51840,51.9,41,64.8,16,-1.5,-3.3,0.4
18009,51.8,38.1,69.5,10,-1.4,-3.1,0.3
20169,51.8,44.3,60.2,35,-0.6,-1.8,0.5
28085,51.8,42.3,62.9,21,-1.3,-2.5,-0.1
31053,51.8,43.4,61.6,27,0.1,-1.1,1.4
32510,51.8,44.7,59.8,39,-1.8,-3,-0.7
36049,51.8,41.5,64.1,18,-1.2,-3.2,0.9
37109,51.8,45.2,59.1,47,-0.5,-1.6,0.7
37001,51.8,47.2,56.7,95,-0.9,-1.7,-0.2
40119,51.8,44.3,60.2,35,-0.2,-1.1,0.7
40047,51.8,44.7,59.8,39,-0.2,-1.3,0.8
42125,51.8,48.2,55.6,156,-0.7,-1.2,-0.1
47165,51.8,47.1,56.9,92,-0.9,-1.8,0.1
48239,51.8,38.1,69.2,10,-1.2,-3,0.6
48403,51.8,38.5,69.8,11,-2.3,-4.3,-0.3
51145,51.8,40.5,65.3,16,-2.3,-3.9,-0.7
51550,51.8,47.3,56.5,105,-2,-2.6,-1.4
51009,51.8,42.5,62.6,23,-1,-2.4,0.3
1093,51.7,42.4,62.6,23,-5.8,-8.6,-2.9
13215,51.7,47.2,56.6,99,-1.1,-1.7,-0.5
29161,51.7,43.1,61.6,26,-0.4,-1.9,1.1
31107,51.7,36.4,72.9,8,2.3,-0.2,4.9
31147,51.7,36.1,73.4,7,0.1,-2.7,2.9
33019,51.7,43.8,60.8,32,-0.6,-2.1,0.9
39105,51.7,40.8,64.8,16,-5.3,-8,-2.5
41065,51.7,41.5,63.9,18,0.1,-1.4,1.6
48411,51.7,32.9,79.2,5,1.6,-0.7,4.1
13033,51.6,39.4,66.3,13,1.5,-0.7,3.8
20181,51.6,32.4,79.5,5,0.6,-2,3.3
21185,51.6,42.7,61.9,27,-1.1,-2.3,0.1
22075,51.6,39,67,12,-1,-3,1.1
28145,51.6,41,64.2,17,-1.5,-2.5,-0.5
36105,51.6,45.3,58.6,51,-1.2,-2.1,-0.3
48401,51.6,44,60.3,33,-0.8,-1.8,0.1
53053,51.6,49.3,54,396,-2.2,-3.1,-1.4
54037,51.6,43.4,61,30,-1.9,-3.3,-0.5
1073,51.5,49.2,53.9,381,-1,-1.4,-0.7
12039,51.5,43.2,60.9,29,-0.6,-1.8,0.7
19087,51.5,39.6,66.1,13,-0.4,-2,1.1
19193,51.5,45.6,58,57,-0.3,-1.2,0.5
19189,51.5,36.5,71.4,8,2.8,0.8,4.8
22103,51.5,47.6,55.7,135,-2.1,-2.7,-1.6
42131,51.5,41.7,63.2,20,-0.6,-1.9,0.7
45077,51.5,46.1,57.3,69,-0.5,-1.3,0.3
48387,51.5,38.9,68,11,-0.8,-2.9,1.3
12055,51.4,46.8,56.5,110,-0.6,-1.5,0.3
20155,51.4,44.7,58.8,45,0.6,-0.4,1.6
26101,51.4,41.9,62.9,21,-1.1,-2.4,0.2
48159,51.4,36.7,71,8,-0.3,-2.4,1.9
55037,51.4,29.8,86.7,4,**,**,**
5049,51.3,38.1,68.5,11,-1.1,-3.3,1.1
6035,51.3,40.1,64.5,15,-1.1,-2.8,0.6
13321,51.3,39.5,65.7,13,-1.2,-2.7,0.4
18147,51.3,39.9,65.4,14,-1.2,-3,0.5
20127,51.3,33.3,78.1,5,-0.1,-2.4,2.3
26017,51.3,46.1,56.9,74,-0.6,-1.3,0.1
29053,51.3,38.6,67.1,11,-0.2,-2.1,1.7
29077,51.3,47.8,55,162,-2.8,-3.9,-1.8
40149,51.3,36.3,70.9,8,1.3,-0.6,3.2
42003,51.3,49.7,52.9,862,-2.5,-3.4,-1.5
50021,51.3,44.6,58.8,44,-0.2,-1.2,0.8
12061,51.2,47.3,55.4,143,-1.2,-1.8,-0.7
13309,51.2,31.7,78.9,4,-1.5,-3.4,0.6
35037,51.2,35.8,72.2,7,0,-2.4,2.5
36001,51.2,47.8,54.7,181,-1,-1.4,-0.7
38093,51.2,40.3,64.5,16,0,-1.3,1.4
53009,51.2,45.6,57.5,66,-0.7,-1.6,0.1
53003,51.2,40.7,64,17,-0.8,-2.5,1
13027,51.1,38.2,67.3,11,-0.9,-2.8,1
13147,51.1,41.2,63,19,-0.2,-1.6,1.2
20005,51.1,37.8,67.8,10,0,-2.2,2.3
26067,51.1,43.4,59.6,33,-0.8,-2.2,0.5
28005,51.1,37.9,68.3,10,-0.5,-2.5,1.5
37017,51.1,42.3,61.4,25,-0.9,-2.2,0.3
37141,51.1,43.8,59.5,36,-0.7,-1.7,0.3
37003,51.1,42.2,61.5,24,-7.1,-14,0.3
39035,51.1,49.6,52.7,838,-1,-1.2,-0.7
47089,51.1,43.8,59.4,36,-5.6,-9.2,-1.9
1119,51,37,69.2,9,-0.8,-2.9,1.3
16045,51,39.2,65.8,13,0.7,-1.2,2.6
31055,51,48.2,54,245,-1.2,-1.5,-0.8
39013,51,44.9,57.9,51,-1.3,-2,-0.6
42081,51,46,56.5,78,-0.2,-0.8,0.5
46027,51,34.4,73.1,6,-1.4,-4.2,1.5
51775,51,40.7,63.4,17,-1.2,-2.9,0.4
13127,50.9,44.7,57.7,51,-1.7,-2.7,-0.8
36009,50.9,44.8,57.6,52,-1,-1.7,-0.3
51820,50.9,39.7,64.6,14,-0.9,-2.3,0.5
17001,50.8,44.5,57.9,48,-1.3,-1.8,-0.7
19137,50.8,36.2,70.2,8,-1.2,-2.8,0.5
27021,50.8,41.9,61.5,24,0.3,-1.4,2
27035,50.8,44.4,58,47,0,-1.2,1.2
41015,50.8,41.8,61.9,24,-1.8,-3.2,-0.4
44007,50.8,48.4,53.2,356,-0.9,-1.2,-0.5
48119,50.8,31.3,80.5,4,-2.5,-5.1,0.2
51103,50.8,39.1,67.2,13,-2,-3.5,-0.4
29139,50.7,36.7,69,9,0,-1.9,2
34011,50.7,45.9,55.8,84,-1,-1.6,-0.3
36057,50.7,43.2,59.2,34,-1,-2,0
36003,50.7,42.9,59.7,30,-1,-2,0.1
45039,50.7,39.8,63.8,16,-0.5,-1.8,0.8
54083,50.7,41.1,62,20,-1.6,-3.2,0.1
55137,50.7,41.2,62.2,20,-0.1,-1.6,1.4
55053,50.7,39.4,64.6,14,-1.4,-2.8,-0.1
12103,50.6,49,52.3,777,-2.1,-3.3,-0.9
13285,50.6,43.4,58.5,37,-1.8,-2.8,-0.7
13299,50.6,41.5,61.1,22,-1.1,-2.6,0.5
20003,50.6,33.9,73.7,6,-0.6,-2.5,1.4
21187,50.6,34.7,71.7,7,-2,-4.4,0.6
28071,50.6,41.4,61.4,21,-1.8,-3.1,-0.4
42085,50.6,45.8,55.8,86,0.3,-0.4,1
18063,50.5,45.2,56.2,69,-2.1,-2.7,-1.5
18069,50.5,41.7,60.7,23,-0.9,-2.2,0.5
19045,50.5,43,59,33,-1.2,-2.1,-0.3
26103,50.5,43.8,58.1,42,-0.7,-1.3,0
26145,50.5,46.6,54.7,127,-1,-1.6,-0.3
30027,50.5,37.2,68.1,10,-1,-3,1
45035,50.5,44.7,56.7,61,-1.5,-2.3,-0.7
48075,50.5,30.7,78.8,4,-1.8,-4.4,0.8
55051,50.5,34.4,76,6,-0.8,-2.9,1.3
1089,50.4,47.1,53.8,179,-1.8,-3,-0.5
5097,50.4,36,70.2,8,0.1,-1.6,1.8
17011,50.4,42,60.4,25,-0.3,-1.4,0.7
31025,50.4,39.6,63.5,15,-1.2,-2.7,0.3
36045,50.4,44.6,56.8,56,-0.9,-2,0.2
41001,50.4,39,64.7,14,0.1,-1.8,2
45047,50.4,43.9,57.7,43,-1.2,-2,-0.4
46009,50.4,32.4,76.1,5,**,**,**
48135,50.4,44.8,56.4,61,-1.8,-2.4,-1.1
54051,50.4,41.5,60.8,24,-1.6,-2.8,-0.3
55135,50.4,43.4,58.3,38,-0.9,-1.8,0
55067,50.4,39.8,63.4,16,0.1,-1.6,1.8
10003,50.3,47.7,53,289,-1.6,-2,-1.2
17197,50.3,47.6,53.1,281,-1.3,-1.8,-0.9
20173,50.3,47.5,53.2,251,-1,-1.4,-0.6
30013,50.3,44.3,57,51,-0.5,-1.4,0.4
37043,50.3,36.8,68.7,10,-0.3,-2.3,1.7
40083,50.3,41.5,60.5,24,-1.4,-2.2,-0.5
47149,50.3,45.9,55.1,102,-1.9,-2.8,-1.1
56017,50.3,31.5,80.1,4,-1.6,-3.6,0.5
13037,50.2,29.3,80.6,4,-0.4,-3.7,3
17137,50.2,41.3,60.6,23,-0.4,-1.8,1
19011,50.2,39.8,62.5,17,-0.6,-1.6,0.4
37033,50.2,39.7,62.8,16,-0.9,-2.4,0.6
42083,50.2,42.4,59.2,30,-1.4,-2.5,-0.2
42015,50.2,43.8,57.4,45,0.3,-0.5,1
48139,50.2,44.8,56,68,-1.4,-2.3,-0.5
55075,50.2,42.8,58.7,33,-0.7,-2,0.7
2122,50.1,41.6,59.7,28,-3,-4.4,-1.6
12105,50.1,47.9,52.3,423,-5.4,-7.7,-3
17109,50.1,40.2,61.9,18,-0.4,-2,1.2
18081,50.1,45,55.6,73,-1.6,-2.5,-0.6
19145,50.1,38,65.3,12,-0.1,-1.7,1.5
24003,50.1,47.5,52.9,277,-1.8,-2.2,-1.3
25027,50.1,47.9,52.2,439,-0.7,-1.1,-0.3
29107,50.1,41,60.8,21,-0.9,-1.9,0.1
30043,50.1,33.9,72,7,**,**,**
31095,50.1,33.2,74.1,6,0.8,-1.9,3.6
37099,50.1,41.5,60,25,-0.5,-1.9,0.9
45005,50.1,33.4,72.6,6,-2.3,-4.8,0.4
13187,50,39.3,62.8,16,4.2,-28.4,51.8
26071,50,37.9,66.5,12,-0.5,-2.3,1.3
29183,50,46.7,53.5,176,-1.3,-2,-0.6
29041,50,33.9,72.6,6,0.2,-2.1,2.5
29209,50,41.7,59.9,28,-0.9,-2,0.2
40045,50,28.2,85.2,3,**,**,**
55111,50,43.2,57.8,39,0.3,-1,1.6
